"code";"partie";"président";"date";"Nombre_modifications_par_version"
"Code de l'éducation";"Réglementaire";"Hollande";"2016-02-26";2
"Code de l'éducation";"Législative";"Hollande";"2016-03-16";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-03-19";5
"Code de l'éducation";"Réglementaire";"Hollande";"2016-04-01";1
"Code de l'éducation";"Législative";"Hollande";"2016-04-15";2
"Code de l'éducation";"Législative";"Hollande";"2016-04-16";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-04-17";4
"Code de l'éducation";"Législative";"Hollande";"2016-04-22";2
"Code de l'éducation";"Réglementaire";"Hollande";"2016-05-01";3
"Code de l'éducation";"Réglementaire";"Hollande";"2016-05-25";2
"Code de l'éducation";"Réglementaire";"Hollande";"2016-05-28";34
"Code de l'éducation";"Réglementaire";"Hollande";"2016-06-01";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-06-06";2
"Code de l'éducation";"Réglementaire";"Hollande";"2016-06-13";15
"Code de l'éducation";"Réglementaire";"Hollande";"2016-06-22";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-06-25";4
"Code de l'éducation";"Réglementaire";"Hollande";"2016-06-26";2
"Code de l'éducation";"Réglementaire";"Hollande";"2016-06-27";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-06-30";1
"Code de l'éducation";"Législative";"Hollande";"2016-07-09";14
"Code de l'éducation";"Réglementaire";"Hollande";"2016-07-14";5
"Code de l'éducation";"Réglementaire";"Hollande";"2016-07-23";2
"Code de l'éducation";"Réglementaire";"Hollande";"2016-07-24";8
"Code de l'éducation";"Réglementaire";"Hollande";"2016-07-29";15
"Code de l'éducation";"Réglementaire";"Hollande";"2016-08-01";25
"Code de l'éducation";"Législative";"Hollande";"2016-08-10";11
"Code de l'éducation";"Réglementaire";"Hollande";"2016-08-15";3
"Code de l'éducation";"Réglementaire";"Hollande";"2016-08-22";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-09-01";110
"Code de l'éducation";"Réglementaire";"Hollande";"2016-09-05";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-09-15";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-09-19";9
"Code de l'éducation";"Réglementaire";"Hollande";"2016-10-01";1
"Code de l'éducation";"Législative";"Hollande";"2016-10-09";5
"Code de l'éducation";"Réglementaire";"Hollande";"2016-10-10";5
"Code de l'éducation";"Réglementaire";"Hollande";"2016-10-14";3
"Code de l'éducation";"Législative";"Hollande";"2016-10-14";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-10-16";1
"Code de l'éducation";"Réglementaire";"Hollande";"2016-10-23";6
"Code de l'éducation";"Réglementaire";"Hollande";"2016-10-31";3
"Code de l'éducation";"Réglementaire";"Hollande";"2016-11-01";6
"Code de l'éducation";"Réglementaire";"Hollande";"2016-11-14";4
"Code de l'éducation";"Réglementaire";"Hollande";"2016-11-28";87
"Code de l'éducation";"Réglementaire";"Hollande";"2016-12-01";7
"Code de l'éducation";"Réglementaire";"Hollande";"2016-12-02";7
"Code de l'éducation";"Législative";"Hollande";"2016-12-24";1
"Code de l'éducation";"Législative";"Hollande";"2016-12-25";5
"Code de l'éducation";"Législative";"Hollande";"2016-12-30";2
"Code de l'éducation";"Réglementaire";"Hollande";"2017-01-01";74
"Code de l'éducation";"Législative";"Hollande";"2017-01-01";2
"Code de l'éducation";"Législative";"Hollande";"2017-01-14";3
"Code de l'éducation";"Législative";"Hollande";"2017-01-21";2
"Code de l'éducation";"Réglementaire";"Hollande";"2017-01-28";6
"Code de l'éducation";"Législative";"Hollande";"2017-01-29";27
"Code de l'éducation";"Réglementaire";"Hollande";"2017-02-03";1
"Code de l'éducation";"Réglementaire";"Hollande";"2017-02-24";1
"Code de l'éducation";"Réglementaire";"Hollande";"2017-02-27";2
"Code de l'éducation";"Réglementaire";"Hollande";"2017-03-01";4
"Code de l'éducation";"Législative";"Hollande";"2017-03-02";2
"Code de l'éducation";"Législative";"Hollande";"2017-03-03";1
"Code de l'éducation";"Réglementaire";"Hollande";"2017-03-26";1
"Code de l'éducation";"Réglementaire";"Hollande";"2017-03-30";35
"Code de l'éducation";"Réglementaire";"Hollande";"2017-03-31";3
"Code de l'éducation";"Réglementaire";"Hollande";"2017-04-01";10
"Code de l'éducation";"Réglementaire";"Hollande";"2017-04-24";1
"Code de l'éducation";"Réglementaire";"Hollande";"2017-04-26";20
"Code de l'éducation";"Réglementaire";"Hollande";"2017-04-27";6
"Code de l'éducation";"Réglementaire";"Hollande";"2017-04-29";6
"Code de l'éducation";"Réglementaire";"Hollande";"2017-05-01";1
"Code de l'éducation";"Réglementaire";"Hollande";"2017-05-05";25
"Code de l'éducation";"Réglementaire";"Hollande";"2017-05-07";18
"Code de l'éducation";"Réglementaire";"Hollande";"2017-05-08";2
"Code de l'éducation";"Réglementaire";"Hollande";"2017-05-11";4
"Code de l'éducation";"Réglementaire";"Hollande";"2017-05-12";58
"Code de l'éducation";"Réglementaire";"Macron";"2017-06-29";1
"Code de l'éducation";"Réglementaire";"Macron";"2017-07-13";1
"Code de l'éducation";"Législative";"Macron";"2017-09-01";4
"Code de l'éducation";"Réglementaire";"Macron";"2017-09-01";5
"Code de l'éducation";"Réglementaire";"Macron";"2017-09-04";4
"Code de l'éducation";"Réglementaire";"Macron";"2017-09-13";1
"Code de l'éducation";"Réglementaire";"Macron";"2017-09-18";5
"Code de l'éducation";"Réglementaire";"Macron";"2017-10-01";9
"Code de l'éducation";"Réglementaire";"Macron";"2017-11-09";1
"Code de l'éducation";"Réglementaire";"Macron";"2017-12-04";2
"Code de l'éducation";"Législative";"Macron";"2017-12-09";1
"Code de l'éducation";"Réglementaire";"Macron";"2017-12-16";1
"Code de l'éducation";"Législative";"Macron";"2017-12-22";1
"Code de l'éducation";"Réglementaire";"Macron";"2017-12-25";2
"Code de l'éducation";"Réglementaire";"Macron";"2017-12-31";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-01-01";47
"Code de l'éducation";"Législative";"Macron";"2018-01-01";5
"Code de l'éducation";"Réglementaire";"Macron";"2018-02-17";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-02-18";6
"Code de l'éducation";"Réglementaire";"Macron";"2018-02-22";13
"Code de l'éducation";"Réglementaire";"Macron";"2018-02-24";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-03-01";1
"Code de l'éducation";"Législative";"Macron";"2018-03-10";22
"Code de l'éducation";"Réglementaire";"Macron";"2018-03-11";44
"Code de l'éducation";"Réglementaire";"Macron";"2018-04-01";1
"Code de l'éducation";"Législative";"Macron";"2018-04-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-04-02";12
"Code de l'éducation";"Réglementaire";"Macron";"2018-04-12";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-04-14";2
"Code de l'éducation";"Législative";"Macron";"2018-04-15";20
"Code de l'éducation";"Réglementaire";"Macron";"2018-04-16";5
"Code de l'éducation";"Réglementaire";"Macron";"2018-05-01";8
"Code de l'éducation";"Réglementaire";"Macron";"2018-05-21";65
"Code de l'éducation";"Législative";"Macron";"2018-05-25";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-05-31";43
"Code de l'éducation";"Réglementaire";"Macron";"2018-06-14";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-06-18";5
"Code de l'éducation";"Réglementaire";"Macron";"2018-06-29";4
"Code de l'éducation";"Réglementaire";"Macron";"2018-07-01";8
"Code de l'éducation";"Législative";"Macron";"2018-07-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-07-02";13
"Code de l'éducation";"Réglementaire";"Macron";"2018-07-18";3
"Code de l'éducation";"Réglementaire";"Macron";"2018-07-20";11
"Code de l'éducation";"Législative";"Macron";"2018-08-06";13
"Code de l'éducation";"Réglementaire";"Macron";"2018-08-09";3
"Code de l'éducation";"Législative";"Macron";"2018-08-12";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-08-24";2
"Code de l'éducation";"Réglementaire";"Macron";"2018-08-31";2
"Code de l'éducation";"Réglementaire";"Macron";"2018-09-01";6
"Code de l'éducation";"Législative";"Macron";"2018-09-01";1
"Code de l'éducation";"Législative";"Macron";"2018-09-03";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-09-16";34
"Code de l'éducation";"Réglementaire";"Macron";"2018-10-05";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-10-19";1
"Code de l'éducation";"Législative";"Macron";"2018-11-02";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-11-22";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-12-21";7
"Code de l'éducation";"Réglementaire";"Macron";"2018-12-22";10
"Code de l'éducation";"Réglementaire";"Macron";"2018-12-23";5
"Code de l'éducation";"Réglementaire";"Macron";"2018-12-24";2
"Code de l'éducation";"Législative";"Macron";"2018-12-24";7
"Code de l'éducation";"Réglementaire";"Macron";"2018-12-27";1
"Code de l'éducation";"Réglementaire";"Macron";"2018-12-31";4
"Code de l'éducation";"Législative";"Macron";"2018-12-31";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-01-01";31
"Code de l'éducation";"Législative";"Macron";"2019-01-01";23
"Code de l'éducation";"Réglementaire";"Macron";"2019-02-01";2
"Code de l'éducation";"Réglementaire";"Macron";"2019-02-08";3
"Code de l'éducation";"Réglementaire";"Macron";"2019-02-15";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-02-21";8
"Code de l'éducation";"Réglementaire";"Macron";"2019-02-28";8
"Code de l'éducation";"Législative";"Macron";"2019-03-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-03-21";5
"Code de l'éducation";"Réglementaire";"Macron";"2019-03-22";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-03-23";5
"Code de l'éducation";"Réglementaire";"Macron";"2019-03-24";19
"Code de l'éducation";"Réglementaire";"Macron";"2019-03-28";27
"Code de l'éducation";"Réglementaire";"Macron";"2019-03-31";4
"Code de l'éducation";"Réglementaire";"Macron";"2019-04-15";9
"Code de l'éducation";"Réglementaire";"Macron";"2019-04-22";12
"Code de l'éducation";"Réglementaire";"Macron";"2019-04-28";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-05-03";9
"Code de l'éducation";"Législative";"Macron";"2019-06-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-06-03";53
"Code de l'éducation";"Réglementaire";"Macron";"2019-06-27";3
"Code de l'éducation";"Réglementaire";"Macron";"2019-07-01";6
"Code de l'éducation";"Réglementaire";"Macron";"2019-07-22";3
"Code de l'éducation";"Réglementaire";"Macron";"2019-07-27";2
"Code de l'éducation";"Législative";"Macron";"2019-07-27";13
"Code de l'éducation";"Législative";"Macron";"2019-07-29";32
"Code de l'éducation";"Réglementaire";"Macron";"2019-08-01";10
"Code de l'éducation";"Réglementaire";"Macron";"2019-08-05";2
"Code de l'éducation";"Législative";"Macron";"2019-08-08";18
"Code de l'éducation";"Réglementaire";"Macron";"2019-08-14";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-08-21";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-08-23";1
"Code de l'éducation";"Législative";"Macron";"2019-08-23";5
"Code de l'éducation";"Réglementaire";"Macron";"2019-09-01";55
"Code de l'éducation";"Législative";"Macron";"2019-09-01";2
"Code de l'éducation";"Réglementaire";"Macron";"2019-09-02";94
"Code de l'éducation";"Législative";"Macron";"2019-09-02";91
"Code de l'éducation";"Réglementaire";"Macron";"2019-09-07";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-09-11";4
"Code de l'éducation";"Réglementaire";"Macron";"2019-09-19";3
"Code de l'éducation";"Législative";"Macron";"2019-10-02";15
"Code de l'éducation";"Réglementaire";"Macron";"2019-10-07";29
"Code de l'éducation";"Réglementaire";"Macron";"2019-10-19";3
"Code de l'éducation";"Réglementaire";"Macron";"2019-10-24";4
"Code de l'éducation";"Réglementaire";"Macron";"2019-10-28";5
"Code de l'éducation";"Réglementaire";"Macron";"2019-10-30";2
"Code de l'éducation";"Réglementaire";"Macron";"2019-11-01";7
"Code de l'éducation";"Réglementaire";"Macron";"2019-11-04";15
"Code de l'éducation";"Réglementaire";"Macron";"2019-11-06";28
"Code de l'éducation";"Réglementaire";"Macron";"2019-11-07";3
"Code de l'éducation";"Réglementaire";"Macron";"2019-11-09";8
"Code de l'éducation";"Réglementaire";"Macron";"2019-11-21";4
"Code de l'éducation";"Réglementaire";"Macron";"2019-11-22";3
"Code de l'éducation";"Réglementaire";"Macron";"2019-11-29";4
"Code de l'éducation";"Réglementaire";"Macron";"2019-12-12";17
"Code de l'éducation";"Réglementaire";"Macron";"2019-12-13";4
"Code de l'éducation";"Réglementaire";"Macron";"2019-12-16";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-12-20";2
"Code de l'éducation";"Réglementaire";"Macron";"2019-12-21";28
"Code de l'éducation";"Législative";"Macron";"2019-12-27";1
"Code de l'éducation";"Réglementaire";"Macron";"2019-12-28";2
"Code de l'éducation";"Législative";"Macron";"2019-12-29";2
"Code de l'éducation";"Réglementaire";"Macron";"2019-12-31";1
"Code de l'éducation";"Réglementaire";"Macron";"2020-01-01";453
"Code de l'éducation";"Législative";"Macron";"2020-01-01";42
"Code de l'éducation";"Réglementaire";"Macron";"2020-01-30";7
"Code de l'éducation";"Législative";"Macron";"2020-02-12";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-03-01";14
"Code de l'éducation";"Réglementaire";"Macron";"2020-03-20";27
"Code de l'éducation";"Réglementaire";"Macron";"2020-04-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2020-04-06";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-05-18";30
"Code de l'éducation";"Réglementaire";"Macron";"2020-05-25";6
"Code de l'éducation";"Réglementaire";"Macron";"2020-06-17";18
"Code de l'éducation";"Réglementaire";"Macron";"2020-06-18";6
"Code de l'éducation";"Réglementaire";"Macron";"2020-06-19";1
"Code de l'éducation";"Législative";"Macron";"2020-06-23";1
"Code de l'éducation";"Législative";"Macron";"2020-06-26";7
"Code de l'éducation";"Réglementaire";"Macron";"2020-06-28";85
"Code de l'éducation";"Réglementaire";"Macron";"2020-07-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2020-07-03";16
"Code de l'éducation";"Législative";"Macron";"2020-07-05";1
"Code de l'éducation";"Réglementaire";"Macron";"2020-07-31";9
"Code de l'éducation";"Réglementaire";"Macron";"2020-08-01";3
"Code de l'éducation";"Réglementaire";"Macron";"2020-08-02";12
"Code de l'éducation";"Réglementaire";"Macron";"2020-08-03";81
"Code de l'éducation";"Réglementaire";"Macron";"2020-08-07";7
"Code de l'éducation";"Réglementaire";"Macron";"2020-08-08";3
"Code de l'éducation";"Réglementaire";"Macron";"2020-08-16";4
"Code de l'éducation";"Réglementaire";"Macron";"2020-09-01";20
"Code de l'éducation";"Législative";"Macron";"2020-09-01";6
"Code de l'éducation";"Réglementaire";"Macron";"2020-09-14";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-09-24";7
"Code de l'éducation";"Réglementaire";"Macron";"2020-09-25";20
"Code de l'éducation";"Réglementaire";"Macron";"2020-09-26";3
"Code de l'éducation";"Réglementaire";"Macron";"2020-09-28";1
"Code de l'éducation";"Réglementaire";"Macron";"2020-10-02";9
"Code de l'éducation";"Législative";"Macron";"2020-10-16";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-10-19";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-10-22";9
"Code de l'éducation";"Réglementaire";"Macron";"2020-10-23";3
"Code de l'éducation";"Réglementaire";"Macron";"2020-11-01";3
"Code de l'éducation";"Réglementaire";"Macron";"2020-11-06";10
"Code de l'éducation";"Réglementaire";"Macron";"2020-11-07";7
"Code de l'éducation";"Réglementaire";"Macron";"2020-11-30";1
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-02";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-04";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-06";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-07";3
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-09";5
"Code de l'éducation";"Législative";"Macron";"2020-12-09";2
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-20";4
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-24";25
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-27";72
"Code de l'éducation";"Législative";"Macron";"2020-12-27";54
"Code de l'éducation";"Réglementaire";"Macron";"2020-12-31";2
"Code de l'éducation";"Législative";"Macron";"2020-12-31";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-01-01";58
"Code de l'éducation";"Réglementaire";"Macron";"2021-01-28";5
"Code de l'éducation";"Réglementaire";"Macron";"2021-01-31";5
"Code de l'éducation";"Réglementaire";"Macron";"2021-02-03";5
"Code de l'éducation";"Réglementaire";"Macron";"2021-02-13";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-02-20";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-02-28";19
"Code de l'éducation";"Réglementaire";"Macron";"2021-04-01";7
"Code de l'éducation";"Réglementaire";"Macron";"2021-04-03";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-04-10";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-04-16";4
"Code de l'éducation";"Réglementaire";"Macron";"2021-04-18";3
"Code de l'éducation";"Législative";"Macron";"2021-04-28";2
"Code de l'éducation";"Réglementaire";"Macron";"2021-05-01";5
"Code de l'éducation";"Législative";"Macron";"2021-05-01";2
"Code de l'éducation";"Réglementaire";"Macron";"2021-05-03";6
"Code de l'éducation";"Réglementaire";"Macron";"2021-05-06";5
"Code de l'éducation";"Législative";"Macron";"2021-05-21";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-05-22";7
"Code de l'éducation";"Législative";"Macron";"2021-05-24";3
"Code de l'éducation";"Législative";"Macron";"2021-06-03";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-06-13";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-06-20";2
"Code de l'éducation";"Législative";"Macron";"2021-07-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-07-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-07-02";4
"Code de l'éducation";"Législative";"Macron";"2021-07-03";5
"Code de l'éducation";"Réglementaire";"Macron";"2021-07-15";5
"Code de l'éducation";"Réglementaire";"Macron";"2021-07-18";9
"Code de l'éducation";"Réglementaire";"Macron";"2021-07-21";10
"Code de l'éducation";"Réglementaire";"Macron";"2021-07-29";20
"Code de l'éducation";"Réglementaire";"Macron";"2021-08-09";23
"Code de l'éducation";"Réglementaire";"Macron";"2021-08-16";1
"Code de l'éducation";"Législative";"Macron";"2021-08-25";8
"Code de l'éducation";"Législative";"Macron";"2021-08-26";30
"Code de l'éducation";"Réglementaire";"Macron";"2021-09-01";3
"Code de l'éducation";"Réglementaire";"Macron";"2021-09-05";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-09-06";2
"Code de l'éducation";"Réglementaire";"Macron";"2021-09-09";44
"Code de l'éducation";"Réglementaire";"Macron";"2021-09-22";2
"Code de l'éducation";"Réglementaire";"Macron";"2021-10-04";2
"Code de l'éducation";"Réglementaire";"Macron";"2021-10-15";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-10-16";8
"Code de l'éducation";"Réglementaire";"Macron";"2021-10-21";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-10-28";2
"Code de l'éducation";"Réglementaire";"Macron";"2021-10-29";3
"Code de l'éducation";"Réglementaire";"Macron";"2021-11-01";4
"Code de l'éducation";"Réglementaire";"Macron";"2021-11-15";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-11-17";1
"Code de l'éducation";"Législative";"Macron";"2021-11-17";2
"Code de l'éducation";"Réglementaire";"Macron";"2021-11-19";4
"Code de l'éducation";"Réglementaire";"Macron";"2021-11-28";3
"Code de l'éducation";"Législative";"Macron";"2021-12-02";1
"Code de l'éducation";"Réglementaire";"Macron";"2021-12-17";4
"Code de l'éducation";"Réglementaire";"Macron";"2021-12-18";1
"Code de l'éducation";"Législative";"Macron";"2021-12-19";4
"Code de l'éducation";"Législative";"Macron";"2021-12-23";4
"Code de l'éducation";"Réglementaire";"Macron";"2021-12-24";1
"Code de l'éducation";"Législative";"Macron";"2021-12-24";15
"Code de l'éducation";"Législative";"Macron";"2021-12-25";1
"Code de l'éducation";"Législative";"Macron";"2021-12-27";6
"Code de l'éducation";"Réglementaire";"Macron";"2021-12-29";3
"Code de l'éducation";"Réglementaire";"Macron";"2021-12-31";7
"Code de l'éducation";"Réglementaire";"Macron";"2022-01-01";602
"Code de l'éducation";"Législative";"Macron";"2022-01-01";253
"Code de l'éducation";"Législative";"Macron";"2022-01-26";2
"Code de l'éducation";"Réglementaire";"Macron";"2022-02-10";9
"Code de l'éducation";"Réglementaire";"Macron";"2022-02-14";7
"Code de l'éducation";"Réglementaire";"Macron";"2022-02-17";23
"Code de l'éducation";"Réglementaire";"Macron";"2022-02-21";1
"Code de l'éducation";"Législative";"Macron";"2022-02-23";4
"Code de l'éducation";"Législative";"Macron";"2022-03-01";3
"Code de l'éducation";"Réglementaire";"Macron";"2022-03-02";1
"Code de l'éducation";"Législative";"Macron";"2022-03-02";4
"Code de l'éducation";"Réglementaire";"Macron";"2022-03-04";1
"Code de l'éducation";"Législative";"Macron";"2022-03-04";26
"Code de l'éducation";"Réglementaire";"Macron";"2022-03-07";2
"Code de l'éducation";"Réglementaire";"Macron";"2022-03-11";1
"Code de l'éducation";"Réglementaire";"Macron";"2022-03-14";12
"Code de l'éducation";"Réglementaire";"Macron";"2022-03-27";5
"Code de l'éducation";"Réglementaire";"Macron";"2022-03-28";5
"Code de l'éducation";"Réglementaire";"Macron";"2022-04-01";1
"Code de l'éducation";"Réglementaire";"Macron";"2022-04-22";2
"Code de l'éducation";"Réglementaire";"Macron";"2022-04-25";1
"Code de l'éducation";"Réglementaire";"Macron";"2022-04-30";6
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-06-04";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-06-05";14
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-06-07";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-06-18";12
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-06-24";4
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-08-01";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-08-07";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-08-15";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-08-28";10
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-09-01";32
"Code de l'éducation";"Législative";"Macron 2";"2022-09-01";20
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-09-18";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-10-03";19
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-10-17";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-10-24";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-11-02";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-11-12";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-11-28";8
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-12-04";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-12-10";6
"Code de l'éducation";"Législative";"Macron 2";"2022-12-18";5
"Code de l'éducation";"Législative";"Macron 2";"2022-12-23";16
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-12-24";1
"Code de l'éducation";"Législative";"Macron 2";"2022-12-25";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2022-12-29";7
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-01-01";50
"Code de l'éducation";"Législative";"Macron 2";"2023-01-01";2
"Code de l'éducation";"Législative";"Macron 2";"2023-01-20";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-01-21";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-01-27";1
"Code de l'éducation";"Législative";"Macron 2";"2023-01-27";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-02-06";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-02-19";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-02-22";12
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-02-23";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-03-01";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-03-05";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-03-15";10
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-03-17";10
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-04-15";21
"Code de l'éducation";"Législative";"Macron 2";"2023-04-15";1
"Code de l'éducation";"Législative";"Macron 2";"2023-04-16";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-05-01";19
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-05-12";1
"Code de l'éducation";"Législative";"Macron 2";"2023-05-21";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-06-02";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-06-08";3
"Code de l'éducation";"Législative";"Macron 2";"2023-06-11";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-06-18";5
"Code de l'éducation";"Législative";"Macron 2";"2023-06-23";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-07-01";5
"Code de l'éducation";"Législative";"Macron 2";"2023-07-12";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-07-15";20
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-07-20";2
"Code de l'éducation";"Législative";"Macron 2";"2023-07-20";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-07-22";3
"Code de l'éducation";"Législative";"Macron 2";"2023-08-03";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-08-06";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-08-11";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-08-14";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-08-16";19
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-08-18";14
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-08-24";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-08-28";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-09-01";33
"Code de l'éducation";"Législative";"Macron 2";"2023-09-01";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-09-02";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-09-07";35
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-10-01";17
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-10-06";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-10-13";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-10-22";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-11-01";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-11-10";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-11-12";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-11-22";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-11-27";7
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-12-01";2
"Code de l'éducation";"Législative";"Macron 2";"2023-12-20";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-12-22";3
"Code de l'éducation";"Législative";"Macron 2";"2023-12-26";1
"Code de l'éducation";"Législative";"Macron 2";"2023-12-27";6
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-12-29";33
"Code de l'éducation";"Législative";"Macron 2";"2023-12-29";2
